@None
210/86,Foolkiller
212/23,Balestorius
219/37,Eventreuse
247/20,Ukonvasara
276/9,Ukonvasara (99)
246/27,Vermeil Bhuj

@G. Katana
58/89,Nukemaru
58/90,Tachi
58/91,Mikazuki
58/92,Hosodachi
58/93,Onikiri
58/94,Unknown GK 1
58/95,Unknown GK 2
58/96,Zanbato
58/97,Unknown GK 3
58/98,Ashura
58/99,Mumeito
58/100,Murasame
58/101,Honebami
127/120,Kazaridachi
139/16,Amanomurakumo
275/114,Amonomurakumo (99)
145/66,Unknown GK 4
154/93,Wooden Katana
172/35,Shirogatana
183/122,Shinai
205/75,Kogarasumaru
275/126,Kogarasumaru (99)
210/92,Pachipachio
211/83,Nanatsusaya
242/50,Masamune
276/13,Masamune (99)
246/30,Scathacha
266/96,Murasamemaru
279/69,Ark Tachi

@Scythe
59/11,Darksteel Scythe
59/12,Scythe
59/13,Mythril Scythe
59/14,Bronze Zaghnal
59/15,Brass Zaghnal
59/16,Zaghnal
59/17,Mythril Zaghnal
59/18,Demonslicer
122/23,Bone Scythe
139/14,Apocalypse
275/112,Apocalypse (99)
139/21,Unknown Scythe 1
145/65,Mandibular Sickle
149/78,Ivory Sickle
158/65,Orichalcum Scythe
172/36,Naigama
205/76,Liberator
275/123,Liberator (99)
210/87,Enforcer
227/25,D. Shantotto's Scythe
242/15,Redemption
276/10,Redemption (99)
246/28,Plaga Scythe
261/109,Twilight Scythe
279/67,Ark Scythe
280/65,Unknown Scythe 2

@Polearm
59/19,Halberd
59/20,Ox Tongue
59/21,Partisan
59/22,Bronze Spear
59/23,Brass Spear
59/24,Spear
59/25,Harpoon
59/26,Darksteel Lance
59/27,Lance
59/28,Mythril Lance
59/29,Barchha
59/30,Cermet Lance
59/31,Kamayari
59/32,Wyvern Spear
59/33,Trident
59/34,Gungnir
275/111,Gungnir (99)
139/13,Rune Halberd
145/64,Couse
157/121,Pitchfork
158/63,Orichalcum Lance
164/21,Mezraq
171/83,Dark Mezraq
172/34,Engetsuto
184/95,Valkyrie's Fork
200/34,Thalassocrat
205/74,Ryunohige
276/0,Ryunohige (99)
210/88,Cletine
211/84,Tomoe
219/38,Zaide
219/39,Dabo
227/29,Sarissa
247/38,Rhongomiant
276/11,Rhongomiant (99)
279/71,Delphinius
