@None
115/121,Bronze Knife
115/122,Knife
115/123,Mythril Knife
115/124,Cermet Knife
115/125,Misericorde
115/126,Bronze Dagger
115/127,Brass Dagger
116/0,Dagger
116/1,Mythril Dagger
116/2,Darksteel Baselard
116/3,Baselard
116/4,Mythril Baselard
116/5,Darksteel Kukri
116/6,Kukri
116/7,Mythril Kukri
116/8,Cermet Kukri
116/9,Heart Snatcher
116/10,Parrying Knife
116/11,Combat Caster's Dagger
116/12,Kris
116/13,Triple Dagger
116/14,Bone Knife
116/107,Kard
142/48,Mandau
276/92,Mandau (99)
142/52,Unknown Dagger 1
148/6,Harpe
164/40,Jambiya
172/56,Supernal Knife
173/38,Matron's Knife
175/27,Khimaira Jambiya
200/64,Darksteel Jambiya
200/65,Thug's Jambiya
206/12,Vajra
276/99,Vajra (99)
206/14,Carnwenhan
276/102,Carnwenhan (99)
206/15,Terpsichore
276/105,Terpsichore (99)
211/3,Azoth
219/46,Ermine's Tail
227/41,Machismo
245/97,Twashtar
276/106,Twashtar (99)
246/57,Auric Dagger
262/15,Twilight Dagger
265/8,Mantodea Harpe
266/47,Lux Pugio
266/86,Coruscanti
269/55,Asteria
280/28,Unknown Dagger 2
281/70,Unknown Dagger 3

@Sword
116/15,Colichemarde
116/16,Small Sword
116/17,Bilbo
116/18,Junior Musketeer's Tuck
116/19,Joyeuse
116/20,Schlaeger
116/21,Duel Rapier
116/22,Degen
116/23,Mythril Degen
116/24,Epee
116/25,Fleuret
116/26,Schwert
116/27,Royal Guard's Fleuret
116/59,Spatha
116/60,Gold Sword
116/61,Longsword
116/62,Knight's Sword
116/63,Saber
116/64,Rune Blade
116/65,Sapara
116/66,Scimitar
116/67,Tulwar
116/68,Hanger
116/69,Ridill
116/70,Darksteel Falchion
116/71,Platinum Cutlass
116/72,Falchion
116/73,Cutlass
116/74,Xiphos
116/75,Brass Xiphos
116/76,Gladius
116/77,Darksteel Sword
116/78,Bronze Sword
116/79,Jagdplaute
116/80,Iron Sword
116/81,Mythril Sword
116/82,Dainslaif
116/83,Cermet Sword
116/84,Anelace
116/85,Katzbalger
116/86,Broadsword
116/87,Coral Sword
116/88,Hrotti
116/89,Bastard Sword
116/90,Hunting Sword
116/91,Espadon
116/92,Nadrs
116/93,Ancient Sword
116/94,Kaiser Sword
116/95,Dissector
116/96,Holy Sword
116/97,Gluttony Sword
116/98,Wing Sword
142/47,Excalibur
276/93,Excalibur (99)
150/117,Shotel
164/39,Kilij
165/6,Macuahuitl
170/11,Darksteel Kilij
171/3,Adaman Kilij
171/118,Sanguine Sword
175/28,Hauteclaire
183/112,Cermet Kilij
184/101,Hofud
206/8,Unknown Sword
206/9,Tizona
276/104,Tizona (99)
206/10,Murgleis
276/98,Murgleis (99)
206/13,Burtgang
276/100,Burtgang (99)
210/126,Fragarach
211/103,Organics
227/42,Concordia
242/28,Almace
276/107,Almace (99)
246/58,Tyrfing
263/110,Sagasinger
266/109,Ephemeron
279/97,Sanus Ensis
279/98,Ark Saber
279/99,Ark Sword

@Club
115/85,Unknown Club 1
115/102,Oak Cudgel
115/103,Bone Cudgel
115/104,Buzdygan
115/105,Darksteel Mace
115/106,Bronze Mace
115/107,Platinum Mace
115/108,Mace
115/109,Mythril Mace
115/110,Ash Club
115/111,Chestnut Club
115/112,Shellbuster
115/113,Great Club
115/114,Darksteel Maul
115/115,Bronze Hammer
115/116,Brass Hammer
115/117,Warhammer
115/118,Maul
116/28,Scepter
116/29,Darksteel Rod
116/30,Bronze Rod
116/31,Brass Rod
116/32,Rod
116/33,Mythril Rod
116/34,Bone Rod
116/35,Ebony Wand
116/36,Yew Wand
116/37,Maple Wand
116/38,Mythic Wand
116/39,Mistilteinn
116/40,Rose Wand
116/41,Chestnut Wand
116/42,Willow Wand
116/43,Caduceus
116/44,Unknown Club 2
116/45,Unknown Club 3
116/46,Chocobo Wand
116/47,Unknown Club 4
116/48,Unknown Club 5
116/49,Unknown Club 6
116/50,Star Rod
116/51,Asklepios
116/52,Curse Wand
116/53,Skirnir's Wand
116/54,Earth Wand
116/55,Imperial Wand
116/56,Unknown Club 7
116/57,Unknown Club 8
116/58,Fey Wand
116/99,Mjollnir
276/96,Mjollnir (99)
142/49,Rune Rod
142/50,Unknown Club 9
149/90,Morgenstern
150/118,Seveneyes
159/104,Charm Wand
160/125,Moogle Rod
164/41,Jadagna
170/39,Nomad Moogle Rod
183/111,Brass Jadagna
206/7,Yagrush
276/97,Yagrush (99)
211/0,Antares
211/104,Flanged Mace
218/35,Dream Bell
220/37,Club Hammer
221/5,Lady Bell
242/58,Gambanteinn
276/110,Gambanteinn (99)
246/61,Owleyes
265/7,Tefnut Wand
266/61,Rounsey Wand
267/54,Maestro's Baton
267/55,Melomane Mallet
280/71,Unknown Club 10
281/71,Unknown Club 11
286/68,Shell Scepter
286/69,Gobbie Gavel

@Axe
115/86,Bronze Axe
115/87,Brass Axe
115/88,Battleaxe
115/89,Mythril Axe
115/90,Bone Axe
115/91,Tabarzin
115/92,Darksteel Tabar
115/93,Tabar
115/94,Darksteel Axe
115/95,Rune Axe
115/96,Nadziak
115/97,Darksteel Pick
115/98,War Pick
115/99,Mythril Pick
115/100,Bone Pick
115/101,Orcish Axe
142/53,Guttler
276/94,Guttler (99)
145/77,Tomahawk
171/116,Sirius Axe
206/6,Aymur
276/101,Aymur (99)
210/127,Labrys
245/98,Farsha
276/108,Farsha (99)
246/59,Glyph Axe
265/6,Tonatiuh Axe
279/100,Ark Tabar
279/121,Aytanri
281/72,Unknown Axe

@Katana
116/100,Fudo
116/101,Wakizashi
116/102,Kodachi
116/103,Sakurafubuki
116/104,Kabutowari
116/105,Ganko
116/106,Kunai
142/51,Kikoku
276/95,Kikoku (99)
152/19,Sai
158/71,Hirenjaku
171/117,Ryumon
172/55,Hayabusa
206/11,Nagi
276/103,Nagi (99)
211/1,Shusui
211/105,Oninohocho
247/45,Kannagi
276/109,Kannagi (99)
246/60,Hochomasamune
279/101,Ikarigiri
